scientificName,type,size,ALSK,ANTA,APLR,ARAB,ARCH,ARCT,AUSE,AUSW,BENG,BERS,BPLR,BRAZ,CAMR,CARB,CCAL,CHIL,CHIN,CNRY,EAFR,ETRA,FKLD,GFST,GUIA,GUIN,INDE,INDW,ISSG,KURO,MEDI,MONS,NADR,NASE,NASW,NATR,NECS,NEWZ,NPPF,NPSW,NPTG,NWCS,PEQD,PNEC,PSAE,PSAW,REDS,SANT,SARC,SATL,SPSG,SSTC,SUND,TASM,WARM,WTRA
Didymocyrtis tetrathalamus,eSNCM,180,0,0,0,0,2,0,0,0,0,0,0,1,1,0,47,0,0,0,0,27,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,2,1,0,23,11,0,0,0,0,0,7,10,0,0,0,15,5
Dinobryon balticum,CM,11,0,14,0,0,0,2,0,0,0,67,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,3,0,0,0,2969,0,0,0,0,578,0,0,0,0,0,0,367,0,0,0,0,0,0,0
Dinobryon faculiferum,CM,8,2,0,0,0,0,0,0,0,0,2,154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,5359,0,0,0,0,378,0,0,0,0,0,0,14,0,0,0,0,0,0,0
Dinophysis acuminata,pSNCM,48,0,45,0,2,0,5,492,181,9,9,37,42,4,12,241,2113,13,819,0,0,31,0,19,0,0,17,0,1212,1959,0,30,71,0,0,23032,1,0,2,0,2121,28,0,0,0,0,4,341,0,16,84,0,8,0,0
Dinophysis acuta,pSNCM,74,4,0,0,0,0,32,11,2,0,0,58,0,0,0,26,46,0,277,0,0,0,0,0,0,2,0,0,8,338,0,45,39,0,0,5981,2,0,0,0,87,1,0,15,1,0,2,876,0,0,15,0,0,0,0
Dinophysis caudata,pSNCM,130,0,0,0,1,5,0,158,31,0,2,0,25,14,65,1,7546,35,198,0,0,0,1,33,0,4,16,0,162,976,1,12,46,0,0,840,0,0,0,1,1,111,0,0,0,0,4,6,0,113,2,6,17,0,0
Dinophysis fortii,pSNCM,60,0,3,0,6,34,0,53,9,0,5,1,7,2,22,60,134,10,54,0,0,0,0,1,0,0,6,1,445,676,5,37,1,0,1,147,0,0,1,0,3,1,0,0,0,0,3,3,4,0,145,1,53,1,2
Dinophysis infundibulum,pSNCM,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,28,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinophysis miles,pSNCM,160,0,0,0,5,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Dinophysis norvegica,pSNCM,50,0,13,0,0,2,2,0,1,0,29,197,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,5,0,9,0,0,0,11357,0,0,0,0,1591,0,0,0,0,0,0,449,0,1,0,0,3,0,0
Dinophysis ovum ,pSNCM,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinophysis sacculus,pSNCM,45,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,1383,0,0,7,0,0,1290,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0
Dinophysis tripos,pSNCM,100,0,1,1,0,0,0,116,35,0,0,0,8,1,0,0,457,0,11,0,0,16,8,0,0,0,6,0,6,78,0,1,0,0,0,463,2,0,0,0,26,0,0,0,0,0,1,1,0,0,58,2,33,0,0
Dinothrix paradoxa,eSNCM,17,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diploconus fasces,eSNCM,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disolenia quadrata,eSNCM,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disolenia tenuissima,eSNCM,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disolenia zanguebarica,eSNCM,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinotrix rugata,eSNCM,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinotrix phymatodea,eSNCM,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinotrix pseudoparadoxa,eSNCM,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinotrix quadrilobata,eSNCM,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dissodinium pseudolunula,CM,25,0,0,0,3,0,0,6,0,0,0,4,0,0,0,39,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,1,0,0,0,668,0,0,0,0,0,0,0,0,0,0,0,10,0,0,57,0,0,0,0
Dolichomastix tenuilepis,CM,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorataspis loricata,eSNCM,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Durinskia capensis,pSNCM,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Durinskia agilis,eSNCM,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Durinskia kwazulunatalensis,eSNCM,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effrenium voratum,CM,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elphidium,pSNCM,NA,0,2,11,6,37,730,0,14,0,1,323,4,22,21,38,0,0,21,0,0,0,0,18,0,2,1,0,30,98,27,20,2,3,0,56,0,0,0,0,52,0,0,0,0,152,0,106,0,8,2,1,0,0,2
Emiliania huxleyi,CM,4,23,367,6,225,0,153,10,469,425,21,82,10,5,99,17,2427,0,0,16,207,6,0,53,6,0,84,16,0,9352,433,1085,298,123,69,1790,224,2,0,0,34,96,3,64,7,0,318,498,171,90,106,1,10,3,804
Euchitonia elegans-furcata,eSNCM,500,0,0,0,0,2,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,1,0,10,2,0,0,0,0,0,0,8,0,0,0,10,0
Euplotes uncinatus,eSNCM,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fibrocapsa japonica,CM,17.5,0,0,0,0,0,0,0,0,0,0,0,1,2,1,26,0,0,0,0,0,0,0,0,0,0,0,0,190,14,1,0,0,0,0,1147,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0
Florenciella,CM,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Fragilidium duplocampanaeforme,CM,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fragilidium heterolobum,CM,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fragilidium mexicanum,CM,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fragilidium subglobosum,CM,40,0,0,0,0,0,7,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,569,0,0,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gambierdiscus toxicus,CM,70,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Geminigera cryophila,CM,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Globigerina bulloides,eSNCM,200,3,876,64,1730,2096,3328,0,310,1367,82,375,12,249,1204,979,1416,8,510,315,1623,63,25,383,189,10,24,323,297,2495,766,6298,3616,1132,461,130,1471,137,473,5,295,816,28,51,77,113,2007,1448,1120,97,2356,16,102,379,1135
Globigerina cristata,eSNCM,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Globigerina falconensis,eSNCM,NA,0,13,0,930,1251,136,0,270,559,0,31,7,142,740,74,184,4,328,260,1035,4,13,217,7,6,5,259,68,393,357,1568,2476,820,326,0,594,60,154,0,31,270,6,0,0,17,313,108,795,59,1096,4,83,225,726
Globigerinella aequilateralis,eSNCM,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Globigerinella siphonifera,eSNCM,NA,0,1,0,1325,2298,46,0,296,215,0,4,3,120,1882,33,170,8,448,128,1406,0,11,235,182,6,25,433,112,898,864,2358,2410,1147,537,0,360,25,405,6,127,635,85,0,0,278,103,29,936,83,866,20,18,532,1296
Globigerinita glutinata,eSNCM,NA,3,502,2,1425,2371,1723,0,210,800,9,280,12,379,1837,742,885,6,471,296,1432,19,23,353,207,4,8,475,180,2070,801,4480,2874,983,444,0,1213,121,413,9,315,878,97,24,15,396,853,946,1131,227,1873,20,28,927,1321
Globigerinoides conglobatus,eSNCM,NA,0,2,0,440,1788,19,0,132,13,0,1,3,54,1112,20,43,8,61,69,854,0,13,306,77,3,2,417,146,84,562,100,457,620,481,0,17,41,405,11,129,348,104,0,0,30,46,0,885,80,23,8,1,443,1102
Globigerinoides elongatus,eSNCM,NA,0,0,0,0,0,0,0,113,0,0,0,0,7,134,0,10,0,0,0,0,0,0,0,0,0,0,28,23,1,0,0,70,4,3,0,0,0,153,0,0,0,3,0,0,0,0,0,60,18,0,0,0,102,5
Globigerinoides ruber,eSNCM,NA,0,4,0,2068,2798,37,0,573,553,0,9,4,218,3941,131,372,11,948,165,2522,1,49,706,190,9,30,686,205,3682,1059,1512,4166,1953,1074,0,307,114,587,18,158,992,128,0,2,457,217,16,1469,146,938,38,24,833,2704
Globigerinoides sacculifer,eSNCM,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Globoquadrina conglomerata,eSNCM,NA,0,21,33,157,441,0,0,20,0,0,5,0,25,56,0,113,0,3,13,18,51,0,50,1,3,4,79,12,0,561,1,19,93,27,0,0,0,75,8,0,431,22,0,0,1,9,26,4,60,2,0,0,381,109
Globoquadrina dutertrei,eSNCM,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Globorotalia hirsuta,eSNCM,NA,0,4,0,127,361,72,0,55,410,0,0,8,4,213,99,47,1,218,167,57,11,12,29,23,1,2,115,14,4,122,1987,797,373,139,1,30,32,82,0,24,116,2,1,1,5,89,56,283,4,96,2,4,21,129
Globorotalia inflata,eSNCM,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Globorotalia menardii,eSNCM,NA,0,0,1,1437,1946,30,0,260,377,0,1,2,444,1279,16,174,8,94,201,710,1,15,320,166,4,16,559,128,38,1113,37,529,575,675,66,0,36,461,8,57,346,139,0,0,112,58,2,988,72,49,22,2,675,1383
Globorotalia tumida,eSNCM,NA,0,0,0,363,758,13,0,46,13,0,0,1,121,428,59,124,2,61,18,211,1,3,120,76,1,5,148,83,6,472,12,94,210,194,0,1,52,314,13,30,189,76,0,0,1,9,2,274,47,5,8,2,386,493
Gonyaulax alaskensis,CM,70,0,0,0,0,2,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,0,0,0,0,0,1,34,0,1,0,0,2,0,0
Gonyaulax diegensis,CM,40,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,39,6,4,0,0,0,0,1,0,1,1,0,12,52,0,0,15,0,0,6,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,9,0,0
Gonyaulax polygramma,CM,40,0,0,0,27,17,0,25,0,0,4,69,1,2,69,33,1854,26,48,6,0,0,0,64,0,1,29,1,238,1108,2,129,38,0,0,102,3,0,16,0,0,53,0,0,0,0,5,210,1,41,11,2,22,0,0
Gonyaulax spinifera,CM,40,0,1,1,27,15,121,9,29,80,0,91,0,2,4,157,600,10,163,109,106,5,0,34,117,1,1,0,38,1414,191,306,326,74,3,2224,69,1,2,0,634,12,0,0,0,0,142,595,7,7,305,0,21,4,23
Grammatodinium tongyeonginum,CM,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gymnodinium aureolum,CM,25.5,1,0,0,10,0,0,0,0,0,0,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,63,1,0,0,365,1,0,0,0,91,0,0,0,0,0,0,209,0,0,0,0,4,0,0
Gymnodinium catenatum,CM,60,0,0,0,8,3,0,3,10,5,0,0,34,54,4,19,1,7,182,1,0,0,0,28,0,0,1,0,16,151,0,0,130,0,0,11,3,0,0,0,1,0,0,0,0,2,0,0,0,0,451,0,3,0,0
Gymnodinium flavum,CM,30,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,9,0,0
Gymnodinium fulgens,CM,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gymnodinium herbaceum,CM,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gymnodinium impudicum,CM,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Gymnodinium ravenescens,CM,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gymnodinium smaydae,CM,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gyrodinium flavescens,CM,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gyrodinium melo,CM,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gyrodinium vorax,CM,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haptolina brevifila,CM,5.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Haptolina ericina,CM,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,73,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Haptolina hirta,CM,6.5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
Heliodiscus astericus,eSNCM,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herdmania litoralis,CM,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heterocapsa circularisquama,CM,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heterocapsa rotundata,CM,13,0,31,0,0,1,0,7,644,0,0,173,0,0,20,300,0,0,0,0,0,0,0,4,0,0,0,0,0,111,0,17,0,0,0,21209,0,0,0,0,1147,0,0,0,0,0,0,20,0,0,2,0,15,0,0
Heterocapsa steinii,CM,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heterosigma akashiwo,CM,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heterostegina antillarum,eSNCM,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hexacontium gigantheum,eSNCM,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hexacontium pachydermum,eSNCM,100,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
Hexalonche amphisiphon,eSNCM,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0
Histioneis biremis,eSNCM,110,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Histioneis carinata,eSNCM,90,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Histioneis cymbalaria,eSNCM,140,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Histioneis depressa,eSNCM,60,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Histioneis elongata,eSNCM,120,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Histioneis gubernans,eSNCM,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Histioneis highleyi,eSNCM,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Histioneis hyalina,eSNCM,68,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Histioneis inclinata,eSNCM,29,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Histioneis joergensenii,eSNCM,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Histioneis longicollis,eSNCM,75,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Histioneis megalocopa,eSNCM,140,0,0,0,1,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0
Histioneis milneri,eSNCM,80,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Histioneis mitchellana,eSNCM,120,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Histioneis oxypteris,eSNCM,NA,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Histioneis pacifica,eSNCM,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Histioneis panaria,eSNCM,62,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Histioneis panda,eSNCM,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Histioneis paulseni,eSNCM,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Histioneis pulchra,eSNCM,140,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Histioneis reginella,eSNCM,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Histioneis rotundata,eSNCM,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
